CustomerID,Age,Gender,ContractType,MonthlyCharges,TotalCharges,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod,Churn,AverageMonthlyCharges,CustomerLifetimeValue
4486,18,Male,Month-to-month,54.91,3349.51,Yes,DSL,61,No,Electronic check,No,54.910000000000004,3349.51
4487,46,Female,Month-to-month,52.22,2297.68,No,,44,Yes,Mailed check,No,52.22,2297.68
4488,31,Female,Month-to-month,74.09,2593.15,Yes,Fiber optic,35,No,Electronic check,No,74.09,2593.15
4489,53,Female,One year,54.47,54.47,No,DSL,1,No,Bank transfer (automatic),No,54.47,54.47
4490,40,Female,Month-to-month,68.73,2955.39,Yes,Fiber optic,43,No,Credit card (automatic),No,68.73,2955.39
4491,45,Male,Month-to-month,47.93,1533.76,No,Fiber optic,32,No,Mailed check,Yes,47.93,0.0
4492,25,Male,Month-to-month,57.9,3647.7,Yes,No,63,No,Credit card (automatic),No,57.9,3647.7
4493,31,Male,Month-to-month,42.9,1415.7,Yes,No,33,No,Credit card (automatic),Yes,42.9,0.0
4494,33,Female,Two year,78.65,5190.9,No,DSL,66,No,Bank transfer (automatic),No,78.64999999999999,5190.9
4495,52,Female,Month-to-month,42.52,1275.6,Yes,No,30,No,Electronic check,No,42.519999999999996,1275.6
4496,65,Male,Month-to-month,49.53,495.3,No,Fiber optic,10,No,Electronic check,Yes,49.53,0.0
4497,27,Male,Month-to-month,49.68,1142.64,No,Fiber optic,23,Yes,Electronic check,No,49.68000000000001,1142.64
4498,56,Male,One year,49.1,1914.9,No,Fiber optic,39,Yes,Electronic check,No,49.1,1914.9
4499,18,Male,Month-to-month,67.81,3051.45,Yes,DSL,45,No,Mailed check,No,67.81,3051.45
4500,22,Male,One year,49.65,1439.85,No,Fiber optic,29,No,Credit card (automatic),No,49.65,1439.85
4501,25,Male,One year,82.94,2488.2,Yes,DSL,30,No,Electronic check,No,82.94,2488.2
4502,19,Female,Month-to-month,42.71,1452.14,Yes,Fiber optic,34,No,Credit card (automatic),No,42.71,1452.14
4503,18,Male,Month-to-month,57.44,2986.88,No,No,52,No,Mailed check,Yes,57.440000000000005,0.0
4504,46,Male,Month-to-month,43.26,951.72,Yes,No,22,Yes,Mailed check,No,43.26,951.72
4505,36,Male,One year,61.95,309.75,No,DSL,5,No,Mailed check,No,61.95,309.75
4506,45,Male,Month-to-month,54.34,597.74,No,DSL,11,Yes,Credit card (automatic),No,54.34,597.74
4507,50,Male,Month-to-month,52.12,1667.84,No,No,32,No,Electronic check,No,52.12,1667.84
4508,43,Male,One year,77.99,1871.76,No,Fiber optic,24,No,Credit card (automatic),No,77.99,1871.76
4509,49,Male,Month-to-month,44.87,493.57,No,No,11,No,Electronic check,No,44.87,493.57
4510,38,Female,Month-to-month,65.1,716.1,No,Fiber optic,11,No,Bank transfer (automatic),No,65.10000000000001,716.1
4511,22,Male,Month-to-month,43.35,736.95,Yes,Fiber optic,17,Yes,Electronic check,No,43.35,736.95
4512,55,Female,Month-to-month,56.48,1807.36,Yes,DSL,32,Yes,Electronic check,No,56.48,1807.36
4513,31,Female,Month-to-month,38.14,1029.78,Yes,DSL,27,Yes,Electronic check,Yes,38.14,0.0
4514,25,Female,Month-to-month,44.76,1432.32,Yes,Fiber optic,32,Yes,Mailed check,No,44.76,1432.32
4515,37,Male,Two year,53.27,3249.47,Yes,DSL,61,Yes,Bank transfer (automatic),No,53.269999999999996,3249.47
4516,26,Male,Month-to-month,94.1,2352.5,No,Fiber optic,25,No,Electronic check,No,94.1,2352.5
4517,33,Male,One year,281.35,3601.28,Yes,Fiber optic,64,No,Bank transfer (automatic),No,56.27,3601.28
4518,45,Male,One year,89.69,5740.16,No,Fiber optic,64,Yes,Credit card (automatic),Yes,89.69,0.0
4519,45,Male,Month-to-month,58.33,1633.24,Yes,No,28,No,Credit card (automatic),No,58.33,1633.24
4520,26,Male,One year,48.61,1944.4,Yes,Fiber optic,40,No,Mailed check,No,48.61,1944.4
4521,32,Male,Month-to-month,86.64,1212.96,No,Fiber optic,14,No,Credit card (automatic),No,86.64,1212.96
4522,56,Male,Two year,62.25,2614.5,Yes,No,42,Yes,Bank transfer (automatic),No,62.25,2614.5
4523,47,Male,One year,45.02,1755.78,Yes,,39,Yes,Bank transfer (automatic),Yes,45.019999999999996,0.0
4524,71,Male,Month-to-month,62.88,125.76,Yes,DSL,2,Yes,Bank transfer (automatic),No,62.88,125.76
4525,57,Female,Month-to-month,250.04999999999998,50.01,No,Fiber optic,1,Yes,Bank transfer (automatic),No,50.01,50.01
4526,57,Male,Month-to-month,30.06,961.92,Yes,Fiber optic,32,No,Bank transfer (automatic),No,30.06,961.92
4527,19,Male,Month-to-month,72.3,4627.2,No,Fiber optic,64,No,Mailed check,No,72.3,4627.2
4528,51,Male,Month-to-month,75.83,2350.73,Yes,DSL,31,No,Electronic check,No,75.83,2350.73
4529,39,Female,Month-to-month,94.76,5496.08,No,DSL,58,No,Credit card (automatic),Yes,94.76,0.0
4530,31,Male,One year,61.97,867.58,Yes,Fiber optic,14,No,Bank transfer (automatic),No,61.970000000000006,867.58
4531,42,Male,Month-to-month,50.67,3496.23,No,DSL,69,No,Credit card (automatic),Yes,50.67,0.0
4532,54,Female,One year,70.14,1122.24,No,Fiber optic,16,Yes,Mailed check,No,70.14,1122.24
4533,47,Male,One year,70.45,4861.05,Yes,Fiber optic,69,No,Mailed check,No,70.45,4861.05
4534,26,Female,Month-to-month,89.25,4819.5,Yes,Fiber optic,54,No,Electronic check,No,89.25,4819.5
4535,51,Female,One year,53.87,700.31,Yes,DSL,13,No,Mailed check,Yes,53.87,0.0
4536,30,Female,Month-to-month,51.95,1610.45,No,DSL,31,No,Electronic check,No,51.95,1610.45
4537,43,Female,Month-to-month,44.05,3039.45,Yes,Fiber optic,69,No,Bank transfer (automatic),No,44.05,3039.45
4538,35,Male,One year,64.15,1347.15,No,Fiber optic,21,Yes,Mailed check,No,64.15,1347.15
4539,36,Female,Month-to-month,34.31,1029.3,Yes,No,30,No,Credit card (automatic),No,34.309999999999995,1029.3
4540,51,Female,Month-to-month,68.91,1584.93,Yes,Fiber optic,23,No,Mailed check,Yes,68.91,0.0
4541,24,Male,One year,65.13,2474.94,No,,38,Yes,Mailed check,No,65.13,2474.94
4542,69,Male,Two year,65.07,1887.03,Yes,Fiber optic,29,Yes,Bank transfer (automatic),No,65.07,1887.03
4543,18,Male,One year,56.91,1821.12,Yes,No,32,No,Electronic check,No,56.91,1821.12
4544,31,Female,One year,86.48,5361.76,Yes,No,62,No,Electronic check,No,86.48,5361.76
4545,45,Male,Month-to-month,70.92,3191.4,No,No,45,Yes,Mailed check,No,70.92,3191.4
4546,48,Female,Month-to-month,45.51,2229.99,No,No,49,No,Credit card (automatic),No,45.51,2229.99
4547,38,Female,One year,45.75,1509.75,No,Fiber optic,33,Yes,Mailed check,Yes,45.75,0.0
4548,39,Male,Month-to-month,41.93,167.72,No,DSL,4,Yes,Credit card (automatic),No,41.93,167.72
4549,46,Male,Month-to-month,64.42,1159.56,Yes,Fiber optic,18,Yes,Bank transfer (automatic),No,64.42,1159.56
4550,36,Male,Month-to-month,40.45,2831.5,Yes,DSL,70,No,Bank transfer (automatic),No,40.45,2831.5
4551,60,Male,One year,75.57,4836.48,Yes,DSL,64,Yes,Electronic check,No,75.57,4836.48
4552,52,Male,Month-to-month,81.2,2273.6,No,Fiber optic,28,Yes,Credit card (automatic),No,81.2,2273.6
4553,53,Male,One year,41.94,2432.52,Yes,Fiber optic,58,No,Mailed check,No,41.94,2432.52
4554,25,Female,Month-to-month,51.64,2891.84,No,Fiber optic,56,Yes,Mailed check,No,51.64,2891.84
4555,38,Female,Month-to-month,54.87,1097.4,Yes,Fiber optic,20,Yes,Mailed check,No,54.870000000000005,1097.4
4556,35,Male,Month-to-month,71.18,2420.12,No,Fiber optic,34,No,Mailed check,Yes,71.17999999999999,0.0
4557,24,Female,Month-to-month,88.48,884.8,No,No,10,No,Bank transfer (automatic),No,88.47999999999999,884.8
4558,45,Female,One year,32.93,724.46,Yes,Fiber optic,22,No,Credit card (automatic),Yes,32.93,0.0
4559,31,Female,Month-to-month,49.63,248.15,No,Fiber optic,5,No,Bank transfer (automatic),No,49.63,248.15
4560,49,Female,Month-to-month,50.41,2218.04,No,Fiber optic,44,No,Credit card (automatic),No,50.41,2218.04
4561,23,Female,Month-to-month,35.87,322.83,Yes,No,9,No,Electronic check,No,35.87,322.83
4562,65,Female,Month-to-month,47.2,2029.6,No,Fiber optic,43,No,Credit card (automatic),No,47.199999999999996,2029.6
4563,26,Male,Month-to-month,62.07,248.28,No,DSL,4,No,Mailed check,Yes,62.07,0.0
4564,43,Male,Month-to-month,50.22,2109.24,Yes,Fiber optic,42,No,Bank transfer (automatic),No,50.21999999999999,2109.24
4565,51,Male,Two year,34.35,2232.75,No,Fiber optic,65,No,Mailed check,No,34.35,2232.75
4566,31,Female,One year,129.31,5301.71,No,DSL,41,No,Credit card (automatic),No,129.31,5301.71
4567,52,Male,Month-to-month,59.14,3784.96,No,Fiber optic,64,No,Credit card (automatic),Yes,59.14,0.0
4568,21,Male,Month-to-month,56.46,3105.3,Yes,Fiber optic,55,No,Electronic check,Yes,56.46,0.0
4569,61,Male,Month-to-month,39.28,707.04,Yes,DSL,18,No,Credit card (automatic),No,39.28,707.04
4570,40,Female,Month-to-month,59.04,944.64,Yes,DSL,16,Yes,Credit card (automatic),No,59.04,944.64
4571,31,Male,One year,51.97,2390.62,Yes,No,46,No,Mailed check,No,51.97,2390.62
4572,35,Female,One year,30.98,1115.28,No,Fiber optic,36,No,Credit card (automatic),No,30.98,1115.28
4573,52,Male,Month-to-month,39.6,2613.6,Yes,Fiber optic,66,Yes,Credit card (automatic),Yes,39.6,0.0
4574,31,Male,One year,69.3,3049.2,Yes,Fiber optic,44,Yes,Bank transfer (automatic),No,69.3,3049.2
4575,28,Male,Month-to-month,97.83,489.15,Yes,Fiber optic,5,Yes,Bank transfer (automatic),Yes,97.83,0.0
4576,36,Female,Month-to-month,60.96,1767.84,Yes,Fiber optic,29,No,Electronic check,No,60.959999999999994,1767.84
4577,22,Female,Month-to-month,76.01,304.04,No,Fiber optic,4,Yes,Electronic check,Yes,76.01,0.0
4578,67,Female,Month-to-month,52.11,2553.39,No,No,49,No,Mailed check,Yes,52.11,0.0
4579,31,Female,Two year,53.2,3830.4,Yes,Fiber optic,72,No,Mailed check,Yes,53.2,0.0
4580,52,Female,Month-to-month,75.74,605.92,No,No,8,Yes,Bank transfer (automatic),Yes,75.74,0.0
4581,43,Male,Month-to-month,89.91,4675.32,Yes,DSL,52,Yes,Bank transfer (automatic),No,89.91,4675.32
4582,25,Male,Two year,80.67,5566.23,Yes,No,69,Yes,Bank transfer (automatic),Yes,80.66999999999999,0.0
4583,39,Female,One year,39.65,832.65,No,Fiber optic,21,No,Electronic check,No,39.65,832.65
4584,51,Female,One year,53.51,1444.77,No,DSL,27,Yes,Electronic check,No,53.51,1444.77
4585,37,Male,Two year,59.34,2254.92,No,DSL,38,Yes,Credit card (automatic),Yes,59.34,0.0
4586,57,Female,Month-to-month,50.51,252.55,No,Fiber optic,5,Yes,Electronic check,No,50.510000000000005,252.55
4587,55,Male,One year,61.34,3741.74,No,DSL,61,Yes,Credit card (automatic),No,61.339999999999996,3741.74
4588,53,Female,One year,69.84,558.72,No,Fiber optic,8,Yes,Mailed check,No,69.84,558.72
4589,33,Male,One year,73.76,1327.68,Yes,Fiber optic,18,Yes,Electronic check,No,73.76,1327.68
4590,23,Female,One year,90.54,362.16,No,Fiber optic,4,Yes,Mailed check,No,90.54,362.16
4591,30,Female,Month-to-month,49.46,197.84,Yes,DSL,4,Yes,Credit card (automatic),No,49.46,197.84
4592,42,Male,One year,36.26,1341.62,Yes,No,37,No,Mailed check,No,36.26,1341.62
4593,48,Male,Month-to-month,60.79,911.85,Yes,DSL,15,Yes,Mailed check,No,60.79,911.85
4594,18,Female,Month-to-month,96.08,3651.04,Yes,DSL,38,No,Electronic check,No,96.08,3651.04
4595,39,Female,Month-to-month,47.32,1277.64,Yes,Fiber optic,27,Yes,Credit card (automatic),Yes,47.32,0.0
4596,42,Male,Two year,67.09,3220.32,No,No,48,No,Credit card (automatic),No,67.09,3220.32
4597,35,Female,Month-to-month,67.27,3094.42,No,Fiber optic,46,No,Bank transfer (automatic),Yes,67.27,0.0
4598,59,Male,Month-to-month,57.83,2660.18,Yes,Fiber optic,46,No,Electronic check,No,57.83,2660.18
4599,46,Male,Month-to-month,54.71,2626.08,Yes,Fiber optic,48,Yes,Electronic check,Yes,54.71,0.0
4600,59,Female,Two year,41.39,2442.01,No,Fiber optic,59,No,Credit card (automatic),No,41.39,2442.01
4601,36,Male,Month-to-month,27.54,110.16,Yes,DSL,4,No,Electronic check,No,27.54,110.16
4602,54,Male,One year,39.11,743.09,No,,19,Yes,Mailed check,No,39.11,743.09
4603,64,Female,One year,48.57,2768.49,No,DSL,57,Yes,Bank transfer (automatic),No,48.56999999999999,2768.49
4604,59,Male,Month-to-month,75.89,1441.91,No,,19,No,Credit card (automatic),Yes,75.89,0.0
4605,23,Male,Month-to-month,52.93,2223.06,Yes,Fiber optic,42,Yes,Electronic check,Yes,52.93,0.0
4606,36,Male,One year,233.64999999999998,233.65,Yes,DSL,5,Yes,Electronic check,No,46.730000000000004,233.65
4607,34,Male,Two year,41.79,2005.92,Yes,No,48,Yes,Mailed check,No,41.79,2005.92
4608,47,Female,One year,66.49,1662.25,Yes,Fiber optic,25,No,Electronic check,No,66.49,1662.25
4609,50,Male,Month-to-month,410.3,5498.02,Yes,DSL,67,No,Electronic check,No,82.06,5498.02
4610,27,Female,One year,75.12,1953.12,Yes,No,26,Yes,Mailed check,No,75.11999999999999,1953.12
4611,41,Male,Month-to-month,65.49,4060.38,Yes,DSL,62,No,Electronic check,No,65.49,4060.38
4612,18,Female,Month-to-month,35.07,245.49,Yes,DSL,7,Yes,Bank transfer (automatic),No,35.07,245.49
4613,61,Male,One year,49.13,2161.72,No,Fiber optic,44,Yes,Mailed check,No,49.129999999999995,2161.72
4614,32,Female,Month-to-month,97.92,2643.84,Yes,DSL,27,Yes,Credit card (automatic),No,97.92,2643.84
4615,40,Male,One year,76.45,3210.9,,No,42,Yes,Bank transfer (automatic),No,76.45,3210.9
4616,35,Male,Month-to-month,34.42,1927.52,No,DSL,56,Yes,Electronic check,No,34.42,1927.52
4617,57,Male,One year,53.7,161.1,No,DSL,3,No,Mailed check,Yes,53.699999999999996,0.0
4618,18,Male,Month-to-month,60.88,791.44,Yes,No,13,Yes,Mailed check,Yes,60.88,0.0
4619,39,Female,Month-to-month,43.44,3040.8,Yes,DSL,70,No,Electronic check,No,43.440000000000005,3040.8
4620,38,Female,One year,27.31,1611.29,Yes,No,59,Yes,Credit card (automatic),No,27.31,1611.29
4621,33,Male,Month-to-month,56.24,2137.12,No,Fiber optic,38,Yes,Bank transfer (automatic),No,56.239999999999995,2137.12
4622,65,Female,Month-to-month,43.11,2931.48,Yes,DSL,68,No,Electronic check,No,43.11,2931.48
4623,26,Male,Two year,215.79999999999998,2978.04,Yes,DSL,69,No,Credit card (automatic),No,43.16,2978.04
4624,51,Male,Month-to-month,49.09,49.09,No,DSL,1,No,Mailed check,No,49.09,49.09
4625,45,Female,Two year,52.45,2622.5,Yes,Fiber optic,50,No,Mailed check,No,52.45,2622.5
4626,58,Female,Month-to-month,54.45,490.05,No,DSL,9,Yes,Mailed check,Yes,54.45,0.0
4627,29,Female,Month-to-month,41.88,2219.64,No,Fiber optic,53,Yes,Electronic check,No,41.879999999999995,2219.64
4628,29,Male,One year,51.11,511.1,No,Fiber optic,10,No,Credit card (automatic),No,51.11,511.1
4629,56,Male,One year,32.23,934.67,Yes,Fiber optic,29,No,Electronic check,No,32.23,934.67
4630,46,Female,Month-to-month,59.94,2157.84,No,DSL,36,No,Electronic check,Yes,59.940000000000005,0.0
4631,18,Male,Month-to-month,23.18,625.86,No,Fiber optic,27,No,Bank transfer (automatic),No,23.18,625.86
4632,31,Female,One year,50.06,901.08,Yes,DSL,18,No,Bank transfer (automatic),No,50.06,901.08
4633,45,Female,Month-to-month,71.93,1294.74,No,DSL,18,No,Bank transfer (automatic),Yes,71.93,0.0
4634,52,Female,Month-to-month,39.73,357.57,Yes,No,9,No,Credit card (automatic),No,39.73,357.57
4635,29,Female,Month-to-month,67.69,4535.23,Yes,Fiber optic,67,No,Mailed check,No,67.69,4535.23
4636,18,Female,Month-to-month,77.22,540.54,No,DSL,7,Yes,Bank transfer (automatic),No,77.22,540.54
4637,47,Female,Month-to-month,20.24,1173.92,Yes,DSL,58,Yes,Mailed check,No,20.240000000000002,1173.92
4638,21,Male,Month-to-month,52.17,1565.1,Yes,Fiber optic,30,No,Credit card (automatic),No,52.169999999999995,1565.1
4639,18,Male,Month-to-month,23.04,1405.44,,Fiber optic,61,Yes,Bank transfer (automatic),No,23.04,1405.44
4640,18,Female,Month-to-month,52.7,895.9,Yes,DSL,17,No,Bank transfer (automatic),No,52.699999999999996,895.9
4641,52,Female,Month-to-month,54.48,2887.44,No,Fiber optic,53,Yes,Mailed check,No,54.480000000000004,2887.44
4642,41,Female,One year,25.93,155.58,Yes,Fiber optic,6,No,Electronic check,No,25.930000000000003,155.58
4643,36,Male,Month-to-month,97.27,3793.53,Yes,No,39,Yes,Credit card (automatic),No,97.27000000000001,3793.53
4644,60,Female,One year,59.49,1487.25,Yes,DSL,25,No,Credit card (automatic),No,59.49,1487.25
4645,49,Female,One year,42.32,1777.44,Yes,Fiber optic,42,Yes,Bank transfer (automatic),No,42.32,1777.44
4646,64,Female,Month-to-month,84.74,3559.08,No,DSL,42,Yes,Credit card (automatic),No,84.74,3559.08
4647,19,Male,One year,31.86,1879.74,No,Fiber optic,59,No,Mailed check,No,31.86,1879.74
4648,39,Female,Month-to-month,37.76,1434.88,Yes,Fiber optic,38,Yes,Electronic check,No,37.760000000000005,1434.88
4649,18,Male,One year,27.39,849.09,No,DSL,31,Yes,Electronic check,No,27.39,849.09
4650,36,Male,Two year,93.72,2717.88,Yes,Fiber optic,29,Yes,Credit card (automatic),No,93.72,2717.88
4651,36,Female,Month-to-month,60.32,542.88,No,Fiber optic,9,Yes,Electronic check,No,60.32,542.88
4652,49,Male,One year,66.54,66.54,Yes,Fiber optic,1,No,Mailed check,No,66.54,66.54
4653,40,Male,Month-to-month,59.76,4302.72,Yes,DSL,72,No,Bank transfer (automatic),No,59.760000000000005,4302.72
4654,49,Male,Month-to-month,64.85,3047.95,No,DSL,47,No,Bank transfer (automatic),Yes,64.85,0.0
4655,50,Female,One year,55.89,558.9,No,DSL,10,Yes,Credit card (automatic),No,55.89,558.9
4656,72,Male,Month-to-month,59.22,947.52,No,DSL,16,No,Credit card (automatic),No,59.22,947.52
4657,35,Female,Month-to-month,56.39,2650.33,No,Fiber optic,47,Yes,Credit card (automatic),Yes,56.39,0.0
4658,25,Female,Month-to-month,45.49,1956.07,No,DSL,43,Yes,Bank transfer (automatic),Yes,45.49,0.0
4659,43,Female,One year,53.84,1292.16,Yes,DSL,24,Yes,Credit card (automatic),Yes,53.84,0.0
4660,27,Male,Month-to-month,59.27,474.16,Yes,Fiber optic,8,No,Electronic check,Yes,59.27,0.0
4661,62,Female,Two year,56.44,1467.44,Yes,Fiber optic,26,No,Bank transfer (automatic),No,56.440000000000005,1467.44
4662,35,Male,Month-to-month,35.05,245.35,Yes,No,7,Yes,Mailed check,No,35.05,245.35
4663,31,Male,Month-to-month,36.47,547.05,No,No,15,Yes,Credit card (automatic),No,36.47,547.05
4664,32,Male,One year,75.55,3626.4,No,Fiber optic,48,No,Bank transfer (automatic),Yes,75.55,0.0
4665,50,Male,Month-to-month,49.79,149.37,Yes,DSL,3,Yes,Credit card (automatic),No,49.79,149.37
4666,37,Female,One year,65.07,1041.12,Yes,Fiber optic,16,Yes,Bank transfer (automatic),No,65.07,1041.12
4667,30,Female,Month-to-month,39.34,550.76,No,Fiber optic,14,No,Bank transfer (automatic),No,39.339999999999996,550.76
4668,64,Male,Month-to-month,35.09,105.27,No,Fiber optic,3,No,Bank transfer (automatic),Yes,35.089999999999996,0.0
4669,27,Female,Month-to-month,42.39,2967.3,No,DSL,70,Yes,Mailed check,No,42.39,2967.3
4670,40,Female,Two year,51.07,1583.17,No,Fiber optic,31,No,Bank transfer (automatic),No,51.07,1583.17
4671,49,Female,Month-to-month,44.72,760.24,No,Fiber optic,17,Yes,Electronic check,No,44.72,760.24
4672,18,Male,One year,80.49,3944.01,Yes,Fiber optic,49,Yes,Credit card (automatic),Yes,80.49000000000001,0.0
4673,47,Female,Month-to-month,288.09999999999997,172.86,Yes,Fiber optic,3,No,Credit card (automatic),No,57.620000000000005,172.86
4674,24,Male,Month-to-month,95.08,5229.4,Yes,DSL,55,Yes,Credit card (automatic),No,95.08,5229.4
4675,52,Female,Month-to-month,61.64,4438.08,Yes,Fiber optic,72,No,Bank transfer (automatic),No,61.64,4438.08
4676,25,Male,Two year,26.48,1059.2,No,Fiber optic,40,No,Credit card (automatic),No,26.48,1059.2
4677,50,Male,One year,74.95,4946.7,Yes,DSL,66,No,Electronic check,No,74.95,4946.7
4678,56,Male,One year,34.71,1388.4,Yes,No,40,Yes,Electronic check,No,34.71,1388.4
4679,52,Female,Month-to-month,58.51,1755.3,Yes,No,30,No,Electronic check,Yes,58.51,0.0
4680,43,Male,Month-to-month,43.28,1082.0,Yes,DSL,25,Yes,Mailed check,No,43.28,1082.0
4681,36,Female,Month-to-month,103.84,726.88,Yes,DSL,7,Yes,Electronic check,No,103.84,726.88
4682,31,Male,Two year,84.09,4204.5,No,Fiber optic,50,No,Electronic check,Yes,84.09,0.0
4683,62,Female,Month-to-month,43.7,43.7,Yes,Fiber optic,1,Yes,Credit card (automatic),No,43.7,43.7
4684,29,Male,Month-to-month,52.55,2312.2,Yes,Fiber optic,44,No,Bank transfer (automatic),No,52.55,2312.2
4685,24,Female,Month-to-month,58.76,2879.24,No,Fiber optic,49,No,Credit card (automatic),Yes,58.76,0.0
4686,49,Male,Month-to-month,70.74,495.18,No,No,7,No,Mailed check,Yes,70.74,0.0
4687,28,Male,Month-to-month,55.08,165.24,No,Fiber optic,3,Yes,Mailed check,Yes,55.080000000000005,0.0
4688,25,Male,One year,40.15,40.15,No,DSL,1,No,Mailed check,No,40.15,40.15
4689,18,Female,Month-to-month,44.02,2245.02,Yes,Fiber optic,51,No,Electronic check,Yes,44.02,0.0
4690,32,Male,One year,54.52,2071.76,No,Fiber optic,38,No,Electronic check,No,54.52,2071.76
4691,38,Male,One year,79.07,3400.01,Yes,No,43,Yes,Electronic check,No,79.07000000000001,3400.01
4692,43,Male,Month-to-month,62.08,3414.4,No,DSL,55,Yes,Bank transfer (automatic),Yes,62.08,0.0
4693,54,Male,Month-to-month,43.29,2467.53,Yes,Fiber optic,57,No,Credit card (automatic),No,43.290000000000006,2467.53
4694,47,Female,Month-to-month,66.32,3514.96,No,Fiber optic,53,No,Electronic check,No,66.32000000000001,3514.96
4695,37,Male,Two year,48.61,1604.13,No,Fiber optic,33,No,Mailed check,No,48.61000000000001,1604.13
4696,37,Male,Month-to-month,71.32,4421.84,Yes,DSL,62,Yes,Bank transfer (automatic),Yes,71.32000000000001,0.0
4697,47,Female,Month-to-month,116.52,1281.72,Yes,No,11,Yes,Bank transfer (automatic),No,116.52,1281.72
4698,59,Female,Month-to-month,49.03,3530.16,No,Fiber optic,72,Yes,Mailed check,No,49.03,3530.16
4699,41,Female,Month-to-month,69.44,3610.88,Yes,No,52,No,Electronic check,Yes,69.44,0.0
4700,32,Male,Month-to-month,43.66,43.66,Yes,,1,Yes,Bank transfer (automatic),Yes,43.66,0.0
4701,25,Female,Month-to-month,52.79,739.06,Yes,Fiber optic,14,No,Mailed check,Yes,52.79,0.0
4702,18,Female,One year,55.08,1156.68,Yes,No,21,Yes,Electronic check,No,55.080000000000005,1156.68
4703,49,Female,One year,51.52,1751.68,No,No,34,No,Bank transfer (automatic),No,51.52,1751.68
4704,48,Male,Month-to-month,114.31,1600.34,Yes,No,14,Yes,Bank transfer (automatic),No,114.30999999999999,1600.34
4705,48,Male,Month-to-month,49.8,1992.0,No,DSL,40,Yes,Credit card (automatic),No,49.8,1992.0
4706,38,Male,One year,65.11,2278.85,Yes,Fiber optic,35,Yes,Credit card (automatic),No,65.11,2278.85
4707,61,Female,Month-to-month,30.6,1285.2,No,DSL,42,Yes,Bank transfer (automatic),No,30.6,1285.2
4708,32,Male,One year,62.15,1243.0,No,Fiber optic,20,No,Bank transfer (automatic),No,62.15,1243.0
4709,54,Female,Month-to-month,76.91,4614.6,No,DSL,60,No,Bank transfer (automatic),No,76.91000000000001,4614.6
4710,39,Female,One year,46.61,419.49,No,Fiber optic,9,No,Credit card (automatic),No,46.61,419.49
4711,30,Female,Month-to-month,25.71,848.43,Yes,Fiber optic,33,Yes,Electronic check,No,25.709999999999997,848.43
4712,48,Male,Month-to-month,53.97,2644.53,Yes,Fiber optic,49,No,Credit card (automatic),No,53.970000000000006,2644.53
4713,46,Female,One year,54.88,3731.84,No,Fiber optic,68,Yes,Mailed check,No,54.88,3731.84
4714,45,Female,Month-to-month,67.84,271.36,Yes,DSL,4,Yes,Bank transfer (automatic),No,67.84,271.36
4715,41,Male,Month-to-month,99.81,4790.88,Yes,No,48,Yes,Mailed check,No,99.81,4790.88
4716,39,Female,Month-to-month,48.71,779.36,No,DSL,16,No,Mailed check,No,48.71,779.36
4717,75,Female,One year,42.23,1984.81,Yes,Fiber optic,47,Yes,Mailed check,No,42.23,1984.81
4718,57,Female,Month-to-month,38.47,1000.22,Yes,Fiber optic,26,Yes,Credit card (automatic),Yes,38.47,0.0
4719,50,Male,One year,57.94,4055.8,Yes,No,70,Yes,Credit card (automatic),No,57.940000000000005,4055.8
4720,41,Female,Month-to-month,63.04,2332.48,Yes,No,37,Yes,Electronic check,No,63.04,2332.48
4721,55,Male,Month-to-month,46.35,1019.7,No,,22,No,Mailed check,No,46.35,1019.7
4722,47,Male,One year,68.97,482.79,No,DSL,7,No,Mailed check,No,68.97,482.79
4723,40,Female,Month-to-month,62.78,2636.76,Yes,Fiber optic,42,No,Credit card (automatic),Yes,62.78000000000001,0.0
4724,35,Female,Month-to-month,55.31,1659.3,No,Fiber optic,30,No,Mailed check,No,55.309999999999995,1659.3
4725,38,Female,Month-to-month,41.65,249.9,No,Fiber optic,6,No,Credit card (automatic),No,41.65,249.9
4726,18,Female,Month-to-month,47.25,1134.0,No,DSL,24,Yes,Bank transfer (automatic),No,47.25,1134.0
4727,43,Male,One year,26.34,1738.44,No,Fiber optic,66,No,Bank transfer (automatic),Yes,26.34,0.0
4728,32,Male,Month-to-month,58.6,2344.0,Yes,DSL,40,No,Mailed check,Yes,58.6,0.0
4729,63,Female,Month-to-month,55.03,825.45,Yes,Fiber optic,15,No,Electronic check,Yes,55.03,0.0
4730,40,Male,Month-to-month,57.77,3061.81,Yes,DSL,53,No,Credit card (automatic),No,57.769999999999996,3061.81
4731,22,Female,Month-to-month,63.52,317.6,No,No,5,No,Bank transfer (automatic),No,63.52,317.6
4732,39,Female,Month-to-month,61.3,2206.8,Yes,DSL,36,Yes,Bank transfer (automatic),No,61.300000000000004,2206.8
4733,24,Female,Two year,52.82,2429.72,Yes,Fiber optic,46,No,Mailed check,No,52.81999999999999,2429.72
4734,47,Female,One year,55.4,1274.2,Yes,DSL,23,Yes,Credit card (automatic),No,55.4,1274.2
4735,44,Male,Month-to-month,35.83,1612.35,No,Fiber optic,45,No,Mailed check,Yes,35.83,0.0
4736,54,Male,Month-to-month,45.83,458.3,Yes,No,10,Yes,Credit card (automatic),No,45.83,458.3
